sigma,Lp,Obj_mass,Obj_concentration,Obj_retentate_concentration,panel_id
0.0,3.91395918367347,-3.0596372209137304,-2.6011071247296047,-2.1099543113800787,A
0.0,3.91395918367347,-3.0596372209137304,-2.6011071247296047,-2.1099543113800787,A
0.0,4.05587755102041,-2.941293866664767,-2.5790631278751093,-3.37062241571435,A
0.0,4.19779591836735,-2.7660269945433984,-2.500764269021913,-2.1386266127087104,A
0.0,4.33971428571429,-2.588543690695039,-2.3994944422158326,-1.5258041538800031,A
0.0,4.48163265306122,-2.427096552405909,-2.296265049080367,-1.1567438224366633,A
0.0,4.62355102040816,-2.284198396174064,-2.20002901112273,-0.8898710110088671,A
0.0,4.7654693877551,-2.1579550942239996,-2.113418839508915,-0.6790607318098012,A
0.0,4.90738775510204,-2.0457379612298947,-2.0364637070134477,-0.5035935354287814,A
0.0,5.04930612244898,-1.9451605275099375,-1.968290148610614,-0.352382213400351,A
0.0,5.19122448979592,-1.8542602564058843,-1.9078067559354484,-0.2187951780131083,A
0.0,5.33314285714286,-1.7714679998309242,-1.853956173737398,-0.0985462162599024,A
0.0,5.4750612244898,-1.6955345377908495,-1.805794478195066,0.0112995106895535,A
0.0,5.61697959183673,-1.6254604309725953,-1.7625036833222243,0.1128434627330276,A
0.0,5.75889795918367,-1.5604391866009055,-1.7233806745089195,0.2076457216484132,A
0.0,5.90081632653061,-1.4998135780481645,-1.6878193196536369,0.2968998782048256,A
0.0,6.04273469387755,-1.4430426332272464,-1.6552921413019863,0.3815430597090239,A
0.0,6.18465306122449,-1.389676737811216,-1.6253337857654622,0.4623280101673242,A
0.0,6.32657142857143,-1.339338772295457,-1.59752679734909,0.5398719620530642,A
0.0,6.46848979591837,-1.2917097105345985,-1.5714895715027866,0.6146909872309475,A
0.0,6.61040816326531,-1.2465175248677811,-1.5468662588894246,0.6872246654393939,A
0.0,6.75232653061224,-1.2035285571838712,-1.5233182013443296,0.7578543275580579,A
0.0,6.89424489795918,-1.1625407439468585,-1.5005167878873968,0.8269168277249872,A
0.0,7.03616326530612,-1.1233782475687857,-1.4781374908595757,0.8947154186928292,A
0.0,7.17808163265306,-1.085887164418947,-1.4558550547087168,0.9615284419136304,A
0.0,7.32,-1.0499320645992332,-1.4333397694190504,1.0276165494687386,A
0.0204081632653061,0.366,-1.0444088670664162,0.495400762197642,0.3597849916071545,A
0.0204081632653061,0.507918367346939,-1.0801001197529605,0.3681220957800986,0.3379972877705189,A
0.0204081632653061,0.649836734693878,-1.117301136299663,0.2454275764171502,0.3145482164937212,A
0.0204081632653061,0.791755102040816,-1.1561444092982278,0.1267878077834024,0.2894038113154931,A
